"","Precinct","RegisteredVoters","BallotsCast","Turnout","Bill Schuette / Lisa Posthumus Lyons (REP)","Gretchen Whitmer / Garlin D. Gilchrist II (DEM)
","Bill Gelineau / Angelique Chaiser Thomas (LIB)","Todd Schleiger / Earl P. Lackie (UST)","Jennifer V. Kurland / Charin H. Davenport (GRN)","Keith Butkovich / Raymond Warner (NLP)","Mary Treder Lang (REP)","Jocelyn Benson (DEM)","Gregory Scott Stempfle (LIB)","Robert Gale (UST)","Tom Leonard (REP)","Dana Nessel (DEM)","Lisa Lane Gioia (LIB)","Gerald T. Van Sickle (UST)","Chris Graveline (NPA)","John James (REP)","Debbie Stabenow (DEM)","George E. Huffman III (UST)","Marcia Squier (GRN)","John Howard Wilhelm (NLP)","Bill Huizenga (REP)","Rob Davidson (DEM)","Ronald E. Graeser (UST)","Justin Amash (REP)","Cathy Albro (DEM)","Ted Gerrard (UST)","Aric Nesbitt (REP)","Garnet Lewis (DEM)","Erwin Haas (LIB)","Robert M. Alway (GRN)","Peter MacGregor (REP)","Craig Beach (DEM)","Nathan Hewer (LIB)","Chris Afendoulis (REP)","Winnie Brinks (DEM)","Robert VanNoller (LIB)","Louis Palus (WCP)","Steven Johnson (REP)","Ron Draayer (DEM)","Jamie Lewis (LIB)","Lynn Afendoulis (REP)","Bill Saxton (DEM)","Mark E. Huizenga (REP)","Meagan L. Carr (DEM)","Daniel Allen Schutte (REP)","David LaGrand (DEM)","Jacob Straley (GRN)","Amanda Brand (REP)","Rachel Hood (DEM)","Tommy Brann (REP)","Dana Knight (DEM)","Patty Malowney (LIB)","Brandon Hoezee (UST)","Thomas A. Albert (REP)","Lauren Taylor (DEM)","Sue Norman (NPA)","Tami Carlone (REP)","Richard Zeile (REP)","Judith P. Pritchett (DEM)","Tiffany Tilley (DEM)","Scotty Boman (LIB)","John J. Tatar (LIB)","Karen Adams (UST)","Douglas Levesque (UST)","Sherry A. Wells (GRN)","Mary Anne Hering (WCP)","Logan R. Smith (WCP)","AndreaFischer
          Newman  (REP)
","Andrew
          Richner (REP)
","Jordan
          Acker (DEM)
","Paul
          Brown (DEM)
","JamesLewis
          Hudler (LIB)
","John
          Jascob (LIB)
","Joe
          Sanger (UST)
","CrystalVan
          Sickle (UST)
","KevinA.
          Graves (GRN)
","MargeKatchmark
          Sallows (NLP)
","Dave
            Dutch (REP)
","Mike
            Miller (REP)
","BriannaT.
            Scott (DEM)
","KellyCharron
            Tebay  (DEM)
","Bruce
            Campbell  (LIB)
","Tim
            Orzechowski  (LIB)
","JanetM.
            Sanger  (UST)
","JohnPaul
            Sanger  (UST)
","Aaron
            Mariasy  (GRN)
","BridgetteR.
            Abraham-Guzman (NLP)
","Diane
           Dunaskiss (REP)
","David
           Nicholson (REP)
","BryanC.
           Barnhill (DEM)
","Anil
           Kumar (DEM)
","Jon
           Elgas  (LIB)
","JohnT.
           Hargenrader  (LIB)
","ChristineC.
           Schwartz (UST)
","MarcJoseph
           Sosnowski  (UST)
","TheodoreVonk  (REP)","DeborahHavens  (DEM)","EmilyPostBrieve  (REP)","JimSaalfeld  (REP)","AugustTreu  (DEM)","JillMartinez  (REP)","MonicaSparks  (DEM)","CharlotteAikens  (GRN)","JessicaAnnTyson  (REP)","BetsyMelton   (DEM)","KyleBrethauer  (REP)","CarolM.Hennessy  (DEM)","JoelHerbertTownsend  (REP)","JimTalen  (DEM)","JennaVandeKamp  (REP)","DavidBulkowski  (DEM)","CourtneyPanter  (REP)","RobertWomack  (DEM)","DanKoorndyk  (REP)","StephenWooden  (DEM)","LaurelAbraham  (REP)","PhilSkaggs  (DEM)","ThomasAntor  (REP)","JeremiahAnway  (DEM)","RogerC.Morgan  (REP)","DianeJones  (REP)","KariSmith  (DEM)","MandyBolter  (REP)","NevilleJ.Mark  (DEM)","StanStek  (REP)","PamDeGryse  (DEM)","StanPonstein  (REP)","MikeJohnson  (DEM)","HaroldVoorhees  (REP)","MattKallman  (REP)","BobSmith  (DEM)"
"101","Grand Rapids Ward 2 Precinct 32",1428,746,"52%",173,535,17,4,9,2,159,538,33,3,177,501,32,4,13,191,520,4,18,4,NA,NA,NA,214,496,11,NA,NA,NA,NA,NA,NA,NA,179,525,17,11,NA,NA,NA,NA,NA,NA,NA,165,523,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,131,431,416,39,21,10,4,20,25,10,154,130,420,395,31,25,3,15,20,6,142,136,446,397,32,20,9,7,15,7,153,123,414,395,34,21,23,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178,492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","Grand Rapids Ward 2 Precinct 33",1072,742,"69%",151,562,17,0,3,0,152,548,20,2,151,534,16,3,8,167,544,3,14,3,NA,NA,NA,177,540,3,NA,NA,NA,NA,NA,NA,NA,155,557,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,558,NA,NA,NA,NA,NA,NA,NA,141,128,465,468,23,15,5,1,25,15,5,123,118,457,429,21,17,6,14,17,12,118,127,466,449,27,17,4,3,12,6,131,112,438,445,24,18,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","Grand Rapids Ward 2 Precinct 34",2128,1248,"58%",364,827,15,7,10,4,355,825,29,9,392,757,25,4,28,393,804,5,16,8,NA,NA,NA,434,753,23,NA,NA,NA,NA,NA,NA,NA,369,796,18,26,NA,NA,NA,NA,NA,NA,NA,352,808,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,283,646,666,32,29,16,10,20,36,28,327,283,671,624,28,21,15,20,22,18,292,300,685,615,30,22,15,15,14,18,326,277,652,618,32,26,35,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378,737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","Grand Rapids Ward 2 Precinct 35",1960,1356,"69%",523,775,22,6,13,3,526,770,22,9,536,704,29,7,30,547,764,2,19,5,NA,NA,NA,584,722,20,NA,NA,NA,NA,NA,NA,NA,531,766,18,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,551,743,NA,NA,NA,NA,NA,NA,NA,477,413,671,640,47,31,15,11,23,25,16,449,420,619,611,32,26,20,27,20,19,414,427,645,608,35,29,25,15,24,16,445,399,608,603,36,26,41,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,522,726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Grand Rapids Ward 2 Precinct 36",1025,560,"54%",189,331,15,4,6,2,177,332,18,10,198,292,19,6,9,201,317,14,10,7,NA,NA,NA,217,304,18,NA,NA,NA,NA,NA,NA,NA,184,322,13,18,NA,NA,NA,NA,NA,NA,NA,179,330,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,166,148,271,253,18,13,12,11,12,28,12,161,149,261,233,16,15,13,21,13,3,160,149,254,235,24,14,16,16,9,11,174,142,241,230,24,17,24,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","Grand Rapids Ward 2 Precinct 37",2460,1636,"66%",597,969,29,5,12,4,589,949,39,15,613,884,45,10,26,639,935,5,30,4,NA,NA,NA,687,875,29,NA,NA,NA,NA,NA,NA,NA,583,965,22,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635,915,NA,NA,NA,NA,NA,NA,NA,540,488,792,736,56,43,13,6,26,40,31,534,492,744,705,35,38,16,29,37,27,508,491,755,708,49,39,26,13,28,20,533,474,718,685,46,37,32,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,602,892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","Grand Rapids Ward 2 Precinct 38",2774,1449,"52%",344,1006,44,5,23,5,355,979,47,16,373,924,49,10,24,397,971,9,28,7,NA,NA,NA,422,938,20,NA,NA,NA,NA,NA,NA,NA,368,950,31,26,NA,NA,NA,NA,NA,NA,NA,329,974,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,308,280,807,795,64,50,15,7,32,43,29,313,276,765,724,44,45,18,33,49,24,291,281,792,731,53,38,21,15,35,21,322,270,723,725,59,38,41,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","Grand Rapids Ward 2 Precinct 39",1064,600,"56%",70,511,9,0,3,1,74,485,24,7,84,464,17,3,9,88,485,2,11,2,NA,NA,NA,95,476,4,NA,NA,NA,NA,NA,NA,NA,85,483,13,5,NA,NA,NA,NA,NA,NA,NA,69,490,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,58,417,399,16,11,7,1,18,12,10,70,58,393,384,15,9,3,8,13,10,62,57,403,385,13,12,8,2,9,7,68,52,379,392,16,8,14,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","Grand Rapids Ward 2 Precinct 40",1864,1218,"65%",173,996,21,1,13,2,186,972,38,2,187,944,35,1,15,199,974,1,23,3,NA,NA,NA,233,945,8,NA,NA,NA,NA,NA,NA,NA,183,979,16,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192,968,NA,NA,NA,NA,NA,NA,NA,175,156,844,809,36,22,7,3,37,26,17,162,143,807,754,35,30,10,13,45,20,148,146,812,778,44,22,18,3,33,17,162,141,748,774,42,25,24,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Grand Rapids Ward 2 Precinct 41",2477,1541,"62%",974,1623,72,14,22,14,1007,1569,86,24,1065,1415,96,22,61,1100,1523,18,49,12,NA,NA,NA,1175,1428,73,NA,NA,NA,NA,NA,NA,NA,1015,1566,58,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1099,1516,NA,NA,NA,NA,NA,NA,NA,878,798,1265,1239,101,78,26,24,52,78,56,881,774,1172,1173,89,90,40,57,70,48,819,793,1246,1126,127,79,54,25,55,44,831,771,1163,1140,104,85,87,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1012,1531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","Grand Rapids Ward 2 Precinct 42",1918,1359,"70%",435,869,21,6,10,7,445,839,29,11,460,772,34,11,28,488,820,6,23,7,NA,NA,NA,511,785,19,NA,NA,NA,NA,NA,NA,NA,439,850,19,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,464,841,NA,NA,NA,NA,NA,NA,NA,407,351,674,651,49,33,17,6,45,40,27,415,361,652,600,28,28,8,21,38,17,368,369,664,621,38,42,14,12,30,15,406,344,625,598,33,32,31,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,444,782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","Grand Rapids Ward 2 Precinct 43",1741,1142,"65%",432,659,15,2,15,0,428,643,26,10,461,592,22,5,14,472,625,4,17,4,NA,NA,NA,484,589,25,NA,NA,NA,NA,NA,NA,NA,448,637,11,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,465,611,NA,NA,NA,NA,NA,NA,NA,384,317,520,499,47,31,20,9,26,22,19,381,327,500,467,25,19,16,29,22,24,331,341,528,464,25,25,25,13,21,11,363,324,490,440,33,25,33,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,435,585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","Grand Rapids Ward 2 Precinct 44",1887,1259,"66%",521,688,16,6,5,2,512,676,30,11,554,584,32,12,29,531,682,7,11,7,NA,NA,NA,589,611,25,NA,NA,NA,NA,NA,NA,NA,534,658,20,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,557,645,NA,NA,NA,NA,NA,NA,NA,467,415,568,532,42,30,13,8,19,34,27,481,425,536,498,30,28,13,31,30,22,442,438,556,515,34,25,24,10,24,18,465,421,515,505,35,29,41,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,558,599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Grand Rapids Ward 2 Precinct 45",2124,1495,"70%",678,764,24,2,8,4,682,749,25,7,714,681,26,6,25,705,752,0,14,3,NA,NA,NA,730,707,20,NA,NA,NA,NA,NA,NA,NA,695,741,17,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,706,NA,NA,NA,NA,NA,NA,NA,627,584,625,601,42,27,19,4,16,34,13,613,569,593,567,34,31,13,22,22,23,577,570,634,555,32,27,27,16,16,15,611,542,570,541,38,29,33,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,715,676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","Grand Rapids Ward 2 Precinct 46",2268,1248,"55%",456,732,27,10,6,1,467,716,31,16,497,658,26,6,28,484,718,8,18,1,NA,NA,NA,530,661,16,NA,NA,NA,NA,NA,NA,NA,458,711,18,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,499,684,NA,NA,NA,NA,NA,NA,NA,422,398,581,558,37,30,17,9,15,31,27,424,387,550,550,34,30,13,31,14,24,385,386,599,538,38,27,20,13,12,18,397,369,562,521,39,32,42,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,491,652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","Grand Rapids Ward 2 Precinct 47",1676,1275,"76%",456,776,19,1,5,1,453,768,22,7,473,696,23,3,29,480,768,7,8,3,NA,NA,NA,499,729,17,NA,NA,NA,NA,NA,NA,NA,482,748,13,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,491,720,NA,NA,NA,NA,NA,NA,NA,434,400,617,602,42,15,8,6,14,31,20,442,385,602,586,18,21,5,13,18,8,405,385,629,577,25,16,16,8,19,11,429,364,560,572,19,25,26,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,532,651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","Grand Rapids Ward 2 Precinct 48",1482,840,"56%",157,644,18,5,7,2,158,635,21,12,162,601,26,11,13,177,620,5,22,5,NA,NA,NA,186,612,13,NA,NA,NA,NA,NA,NA,NA,158,622,16,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,110,522,530,41,26,11,7,30,28,18,132,129,498,481,23,23,9,20,32,16,124,126,519,474,35,25,14,11,24,8,132,113,486,487,35,23,29,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159,610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","Grand Rapids Ward 2 Precinct 49",2046,1136,"55%",181,902,21,4,12,2,198,860,39,5,191,847,35,6,17,216,869,5,23,6,NA,NA,NA,246,839,14,NA,NA,NA,NA,NA,NA,NA,192,868,21,18,NA,NA,NA,NA,NA,NA,NA,178,871,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,135,732,703,38,29,7,4,29,38,20,164,148,722,640,35,22,3,14,35,19,159,138,719,665,42,27,17,5,24,16,175,144,657,677,36,28,24,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198,828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","Grand Rapids Ward 2 Precinct 50",2306,1432,"62%",182,1184,36,4,13,1,206,1162,32,6,204,1133,36,5,17,208,1169,3,22,4,NA,NA,NA,258,1121,17,NA,NA,NA,NA,NA,NA,NA,206,1154,23,15,NA,NA,NA,NA,NA,NA,NA,180,1149,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,159,1004,974,51,27,11,7,31,34,21,183,156,964,907,35,34,3,20,42,15,161,149,1000,947,41,27,11,10,30,13,183,138,915,930,49,34,28,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191,1104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","Grand Rapids Ward 3 Precinct 51",1724,885,"51%",246,594,17,8,5,3,246,588,19,20,255,545,23,6,18,269,572,10,16,4,NA,NA,NA,292,554,19,NA,NA,NA,NA,NA,NA,NA,253,577,10,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277,572,NA,NA,NA,NA,NA,NA,NA,223,202,467,449,31,18,25,5,18,30,17,202,196,468,456,21,11,16,23,17,21,206,199,497,412,24,17,23,12,12,13,224,191,468,424,30,17,28,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254,547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","Grand Rapids Ward 3 Precinct 52",915,521,"56%",49,450,6,4,4,3,51,429,20,7,56,423,16,4,9,68,427,8,7,3,NA,NA,NA,76,418,11,NA,NA,NA,NA,NA,NA,NA,57,431,10,8,NA,NA,NA,NA,NA,NA,NA,44,439,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,43,343,358,21,10,11,4,16,20,10,55,42,348,340,13,8,3,11,21,9,41,46,370,340,17,12,9,5,11,4,54,38,338,342,19,8,20,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Grand Rapids Ward 3 Precinct 53",2863,1739,"60%",832,849,30,3,7,1,840,819,33,6,879,750,34,4,21,846,855,5,11,4,NA,NA,NA,920,758,18,NA,NA,NA,NA,NA,NA,NA,816,844,19,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,864,783,NA,NA,NA,NA,NA,NA,NA,775,736,685,635,52,31,14,7,21,29,19,764,726,628,606,27,32,14,31,20,11,737,739,660,594,35,29,17,14,18,15,771,699,597,570,36,26,36,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,824,707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","Grand Rapids Ward 3 Precinct 54",1502,1022,"68%",447,545,12,4,4,0,467,524,11,3,471,492,16,4,6,484,520,2,7,1,NA,NA,NA,518,473,8,NA,NA,NA,NA,NA,NA,NA,462,526,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473,506,NA,NA,NA,NA,NA,NA,NA,426,401,435,417,26,14,10,2,13,18,12,420,391,420,402,21,21,6,15,8,5,389,396,455,387,28,19,9,7,2,5,414,358,418,395,25,16,15,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,446,482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","Grand Rapids Ward 3 Precinct 55",2164,1449,"66%",535,872,14,2,9,0,554,836,20,5,575,774,24,6,14,573,833,2,16,1,NA,NA,NA,627,775,9,NA,NA,NA,NA,NA,NA,NA,561,832,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,570,822,NA,NA,NA,NA,NA,NA,NA,525,466,704,671,46,22,16,4,23,20,14,502,479,665,639,26,25,7,18,23,15,484,460,713,642,23,18,12,10,25,9,509,442,636,646,36,26,19,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,561,766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","Grand Rapids Ward 3 Precinct 56",2007,1289,"64%",494,743,18,6,10,1,496,737,26,5,523,676,28,8,18,518,735,10,11,2,NA,NA,NA,588,661,13,NA,NA,NA,NA,NA,NA,NA,481,752,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,537,693,NA,NA,NA,NA,NA,NA,NA,470,444,602,584,38,29,14,6,15,24,19,458,426,578,580,31,21,11,24,15,8,430,428,636,559,35,30,21,16,11,8,449,417,565,545,39,28,28,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,528,653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","Grand Rapids Ward 3 Precinct 57",1234,805,"65%",252,528,6,3,5,0,255,524,5,4,258,481,22,9,6,267,510,5,8,0,NA,NA,NA,286,490,7,NA,NA,NA,NA,NA,NA,NA,251,511,7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262,502,NA,NA,NA,NA,NA,NA,NA,227,213,421,430,15,16,12,3,7,21,13,228,209,418,403,15,18,2,17,7,12,211,208,437,378,21,12,12,5,4,11,219,204,409,388,15,14,19,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241,493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","Grand Rapids Ward 3 Precinct 58",1771,1130,"63%",438,650,15,4,10,2,450,644,17,3,476,579,15,6,22,465,634,8,10,2,NA,NA,NA,504,588,16,NA,NA,NA,NA,NA,NA,NA,442,638,10,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,465,612,NA,NA,NA,NA,NA,NA,NA,431,387,524,519,27,10,10,5,14,26,15,417,395,517,477,20,14,5,21,16,10,387,404,534,486,27,16,16,8,7,10,414,372,497,472,24,15,24,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,446,593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","Grand Rapids Ward 3 Precinct 59",2393,1610,"67%",482,1079,18,3,7,2,485,1050,29,6,519,988,40,1,22,509,1051,4,23,4,NA,NA,NA,582,971,16,NA,NA,NA,NA,NA,NA,NA,481,1075,18,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,512,1030,NA,NA,NA,NA,NA,NA,NA,447,425,900,872,47,34,18,7,22,35,17,437,401,858,816,32,34,10,20,23,12,413,429,878,803,47,25,15,12,20,11,447,399,802,808,40,36,32,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,469,984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","Grand Rapids Ward 3 Precinct 60",2375,1329,"55%",135,1150,12,2,16,2,154,1124,27,5,155,1074,35,2,17,171,1102,4,22,6,NA,NA,NA,203,1080,12,NA,NA,NA,NA,NA,NA,NA,150,1113,15,19,NA,NA,NA,NA,NA,NA,NA,134,1115,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,133,912,923,35,23,12,1,44,46,26,155,134,923,869,22,22,5,11,44,19,132,129,951,857,35,23,17,6,41,16,156,135,882,852,36,19,30,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166,1059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","Grand Rapids Ward 3 Precinct 61",899,571,"63%",103,438,9,5,2,0,111,428,15,0,122,407,14,3,7,116,438,1,8,1,NA,NA,NA,141,407,2,NA,NA,NA,NA,NA,NA,NA,102,442,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,429,NA,NA,NA,NA,NA,NA,NA,97,95,352,338,17,11,1,2,23,9,8,102,92,328,330,17,11,3,11,17,2,89,94,360,321,17,14,5,2,17,6,109,89,328,315,14,15,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","Grand Rapids Ward 3 Precinct 62",1823,851,"46%",127,680,16,2,8,5,118,675,26,10,127,643,26,8,16,152,664,5,13,6,NA,NA,NA,168,651,11,NA,NA,NA,NA,NA,NA,NA,125,666,11,19,NA,NA,NA,NA,NA,NA,NA,120,680,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,101,547,556,20,19,12,6,15,27,25,113,109,567,544,14,19,6,17,17,12,114,110,587,511,28,20,11,11,9,16,120,113,560,530,23,15,16,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","Grand Rapids Ward 3 Precinct 63",1860,891,"47%",97,753,10,2,10,2,94,747,14,13,95,722,20,6,16,117,732,6,18,4,NA,NA,NA,128,723,14,NA,NA,NA,NA,NA,NA,NA,93,743,10,22,NA,NA,NA,NA,NA,NA,NA,95,753,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,75,575,608,16,14,18,9,15,34,26,88,78,607,594,12,9,12,23,24,12,86,86,637,538,24,6,15,12,13,16,93,76,603,563,17,18,27,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","Grand Rapids Ward 3 Precinct 64",1984,885,"44%",187,663,9,5,11,2,176,652,25,10,193,613,19,8,17,200,637,12,15,6,NA,NA,NA,214,630,17,NA,NA,NA,NA,NA,NA,NA,181,649,11,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188,655,NA,NA,NA,NA,NA,NA,NA,178,155,507,513,26,18,24,8,17,31,15,181,152,497,474,19,21,17,26,18,7,159,159,544,431,33,20,17,12,11,8,173,147,504,471,26,15,29,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194,627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
